accession	accession_extraction_status	af3_set_classification	in_sent_fasta	directory_name	directory_path	directory_variant	model_kind	model_rank	ranking_score	model_path	relative_model_path	model_file_size	model_sha256	input_json_paths	data_json_paths	confidence_json_path	confidence_json_found	plddt_json_found	pae_json_found	summary_confidence_json_path	ranking_metadata_paths	file_exists	readable_cif	protein_present	dna_present	protein_atom_count	dna_atom_count	atom_contacts	protein_interface_residues	dna_interface_residues	interface_result	protein_chains	dna_chains	protein_ca_plddt_mean	protein_ca_plddt_min	protein_ca_plddt_max	error	notes
A0A024R3C6	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a024r3c6	/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6	base	sample	3	0.7064435482985003	/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6/seed-1_sample-3/model.cif	a0a024r3c6/seed-1_sample-3/model.cif	539491	dddc2e228311eba1cba7a34539d53fb4c6f0690e56822ef37ba6db9740c8e1bf		/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6/a0a024r3c6_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6/seed-1_sample-3/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6/seed-1_sample-3/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A024R3C6	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a024r3c6	/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6	base	sample	5	0.682630235661402	/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6/seed-1_sample-4/model.cif	a0a024r3c6/seed-1_sample-4/model.cif	539491	4d91b9b0a9cbd76a93c462655cd909773df116a99b57e280f45dbbc1e4f40c91		/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6/a0a024r3c6_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6/seed-1_sample-4/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6/seed-1_sample-4/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a024r3c6/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A068JFF8	UNAMBIGUOUS_DIRECTORY_ACCESSION	SENT_FASTA_AF3	YES	A0A068JFF8	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8	base	selected	1	0.8267519826331144	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_model.cif	A0A068JFF8/A0A068JFF8_model.cif	370265	ad9a4d27a730d279476845061e1bd5d811e3e871e0f0647a6c65a062cea0817f	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8_af3.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_data.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_ranking_scores.csv	YES	YES	YES	YES	3009	1232	137	13	9	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	A	C,D	56.602	27.810	97.330		Interface audited with Gemmi heavy-atom cutoff 4.5 A; all selected and seed/sample variants for sent accessions are included.
A0A068JFF8	UNAMBIGUOUS_DIRECTORY_ACCESSION	SENT_FASTA_AF3	YES	A0A068JFF8	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8	base	sample	4	0.7898120531197392	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-0/A0A068JFF8_seed-1_sample-0_model.cif	A0A068JFF8/seed-1_sample-0/A0A068JFF8_seed-1_sample-0_model.cif	374506	5267ed38d71f9785f424ba6175cebc9532ec4be64c3ea54bf1502da9f127ff3c	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8_af3.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_data.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-0/A0A068JFF8_seed-1_sample-0_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-0/A0A068JFF8_seed-1_sample-0_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_ranking_scores.csv	YES	YES	YES	YES	3009	1232	108	14	14	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	A	C,D	56.897	26.720	97.620		Interface audited with Gemmi heavy-atom cutoff 4.5 A; all selected and seed/sample variants for sent accessions are included.
A0A068JFF8	UNAMBIGUOUS_DIRECTORY_ACCESSION	SENT_FASTA_AF3	YES	A0A068JFF8	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8	base	sample	2	0.8225473651254761	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-1/A0A068JFF8_seed-1_sample-1_model.cif	A0A068JFF8/seed-1_sample-1/A0A068JFF8_seed-1_sample-1_model.cif	370265	7267df106e3a023e6cf1654cea70d73fa5a1bf5e173c0e9f0d6f23b658ebdec1	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8_af3.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_data.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-1/A0A068JFF8_seed-1_sample-1_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-1/A0A068JFF8_seed-1_sample-1_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_ranking_scores.csv	YES	YES	YES	YES	3009	1232	199	17	13	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	A	C,D	56.849	30.950	97.510		Interface audited with Gemmi heavy-atom cutoff 4.5 A; all selected and seed/sample variants for sent accessions are included.
A0A068JFF8	UNAMBIGUOUS_DIRECTORY_ACCESSION	SENT_FASTA_AF3	YES	A0A068JFF8	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8	base	sample	3	0.8047060651157991	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-2/A0A068JFF8_seed-1_sample-2_model.cif	A0A068JFF8/seed-1_sample-2/A0A068JFF8_seed-1_sample-2_model.cif	370265	e59b898180e52f507cbcda317e11f0048a2475680e8f363d87c2886836dd6039	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8_af3.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_data.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-2/A0A068JFF8_seed-1_sample-2_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-2/A0A068JFF8_seed-1_sample-2_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_ranking_scores.csv	YES	YES	YES	YES	3009	1232	143	15	8	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	A	C,D	56.193	30.290	97.350		Interface audited with Gemmi heavy-atom cutoff 4.5 A; all selected and seed/sample variants for sent accessions are included.
A0A068JFF8	UNAMBIGUOUS_DIRECTORY_ACCESSION	SENT_FASTA_AF3	YES	A0A068JFF8	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8	base	sample	5	0.6907440425807503	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-3/A0A068JFF8_seed-1_sample-3_model.cif	A0A068JFF8/seed-1_sample-3/A0A068JFF8_seed-1_sample-3_model.cif	370265	2508fdf537bb1a5a9ea3f8e223bbe6cd4220764be1e8cc87105093fb80ee7567	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8_af3.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_data.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-3/A0A068JFF8_seed-1_sample-3_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-3/A0A068JFF8_seed-1_sample-3_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_ranking_scores.csv	YES	YES	YES	YES	3009	1232	196	17	14	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	A	C,D	56.109	28.520	97.580		Interface audited with Gemmi heavy-atom cutoff 4.5 A; all selected and seed/sample variants for sent accessions are included.
A0A068JFF8	UNAMBIGUOUS_DIRECTORY_ACCESSION	SENT_FASTA_AF3	YES	A0A068JFF8	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8	base	sample	1	0.8267519826331144	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-4/A0A068JFF8_seed-1_sample-4_model.cif	A0A068JFF8/seed-1_sample-4/A0A068JFF8_seed-1_sample-4_model.cif	370265	ad9a4d27a730d279476845061e1bd5d811e3e871e0f0647a6c65a062cea0817f	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8_af3.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_data.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-4/A0A068JFF8_seed-1_sample-4_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/seed-1_sample-4/A0A068JFF8_seed-1_sample-4_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/A0A068JFF8/A0A068JFF8_ranking_scores.csv	YES	YES	YES	YES	3009	1232	137	13	9	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	A	C,D	56.602	27.810	97.330		Interface audited with Gemmi heavy-atom cutoff 4.5 A; all selected and seed/sample variants for sent accessions are included.
A0A075B7G4	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a075b7g4	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4	base	selected	1	0.47426473846786327	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/a0a075b7g4_model.cif	a0a075b7g4/a0a075b7g4_model.cif	519115	a389dc7aaaefffb64ed8c4f9c2ea8eb8efed9779fa5b338dcf132e6a783fb7fe		/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/a0a075b7g4_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/a0a075b7g4_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/a0a075b7g4_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A075B7G4	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a075b7g4	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4	base	sample	1	0.47426473846786327	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-0/model.cif	a0a075b7g4/seed-1_sample-0/model.cif	519115	2ba929d723277ddde48fb6d0b962c5bd5ebe7cde604977774768fe48009054d3		/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/a0a075b7g4_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-0/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-0/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A075B7G4	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a075b7g4	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4	base	sample	3	0.3900687360797309	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-1/model.cif	a0a075b7g4/seed-1_sample-1/model.cif	519115	f0c42755e511ef4858bf32914ae58146bd71aba32705cc9e4cfee19ee909b404		/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/a0a075b7g4_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-1/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-1/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A075B7G4	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a075b7g4	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4	base	sample	5	0.3727176644104032	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-2/model.cif	a0a075b7g4/seed-1_sample-2/model.cif	519115	5d07311562a60d0677b9ab26753517c978c25939bcd612d7a7218a8115733065		/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/a0a075b7g4_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-2/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-2/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A075B7G4	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a075b7g4	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4	base	sample	4	0.3789725753059914	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-3/model.cif	a0a075b7g4/seed-1_sample-3/model.cif	519115	b29985021bced1ab5db39b2c5ec4ea485dd5ca02c3e812e294070baf48e0cb2a		/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/a0a075b7g4_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-3/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-3/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A075B7G4	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a075b7g4	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4	base	sample	2	0.46498216053322117	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-4/model.cif	a0a075b7g4/seed-1_sample-4/model.cif	519115	9e0b1fd452e3edfb35888672de85bb3e4e53b22d2888db3dda695f441a40d000		/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/a0a075b7g4_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-4/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/seed-1_sample-4/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a075b7g4/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
